NAME                                     | CODE       | LONGS (Sample)
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 69509
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 62376
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 58922
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 70170
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 61059
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 69459
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 53241
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 69483
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 58916
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 61479
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 72643
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 63942
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 72413
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 64075
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 78909
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 74040
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 59590
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 68674
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 72242
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 14212
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 55927
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 56815
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 16447
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 55953
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 58307
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 28102
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 63429
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 66087
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 69363
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 34714
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 69805
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 77044
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 77538
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 35584
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 69019
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 66330
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 40993
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 69067
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 72368
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 51830
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 82602
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 64472
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 82864
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 70058
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 71301
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 69502
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 74326
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 66253
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 76132
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 81194
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 78702
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 73809
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 75992
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 63285
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 75200
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 72476
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 75270
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 71616
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 32536
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 72084
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 71467
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 42956
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 79760
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 78604
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 75279
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 53095
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15056
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14748
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 73741
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 26030
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 24215
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14946
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 74731
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 68737
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13747
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 25058
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16983
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 84915
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 29167
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 85430
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 61364
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 17086
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15476
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 77379
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 54662
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 48287
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16857
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 84287
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15680
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 78401
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 41588
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 28431
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 73939
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14788
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14984
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 74918
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 23422
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16698
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 83491
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 17851
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 76826
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15365
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 15054
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15394
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 76972
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 7099
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 83514
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16703
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 9143
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15797
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 17311
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 78987
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16578
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 29729
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 82888
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 17674
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 88369
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 38421
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16695
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 36103
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 83477
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14888
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 74438
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 29351
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 28014
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15002
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 75009
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 69788
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 33127
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13958
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 69222
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 32423
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13844
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 67077
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13415
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 34278
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 22194
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 68022
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13604
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13147
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 37985
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 65736
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13641
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 26040
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 68206
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 58651
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11730
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 20628
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 49019
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 9804
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 14793
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 10085
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11335
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 56676
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13652
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 46336
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 68259
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 75361
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 32818
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15072
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 61452
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 18060
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12290
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15068
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 92558
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 75342
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 68020
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 90669
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13604
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 67042
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 85296
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13408
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 62567
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14236
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 71179
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 87909
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 17582
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 59335
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 69796
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 29427
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 54414
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 88593
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 17719
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15215
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 43376
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 76075
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13959
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13910
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 69552
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 31164
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15904
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 79521
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 26032
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16498
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 82491
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 26646
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14929
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 21917
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 74646
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 78312
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15662
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 26206
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 68167
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13633
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 19909
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 25179
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13473
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 67365
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 67971
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13594
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 24338
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 23027
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14621
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 73103
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 6941
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 62489
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12498
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12753
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 7357
NASDAQ MINI - CHICAGO MERCANTILE EXCHANG | 209742     | 63763
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 23711
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 69315
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13863
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14395
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 15738
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 71976
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 17007
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 85036
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 109963
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16143
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 104601
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 80716
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 17343
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 86716
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 86016
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16719
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 83595
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 79638
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 68101
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 80615
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16123
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16405
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 64062
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 82027
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14303
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 71515
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 60255
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 45926
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 65755
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13151
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 60578
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 38802
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12116
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 60671
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12134
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 27169
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 15243
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11754
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 58770
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12808
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 64041
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 11212
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13980
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 69901
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 8965
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16398
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 81991
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 66375
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 68157
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15087
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 75435
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13879
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 69396
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 63449
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 59583
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13033
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 65165
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 54913
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 10983
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 43676
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11700
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 37343
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 58502
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 34486
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12974
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 64869
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 21307
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12768
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 63838
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 14379
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 71895
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 18300
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 12910
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13593
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 67964
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13151
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 65755
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 15284
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 13755
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 63525
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12705
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 58747
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11749
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13178
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 65892
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 77664
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 60518
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12104
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 72713
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 10632
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 70882
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 53160
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 10586
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 52932
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 67686
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 58992
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 63534
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11798
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12243
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 61213
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 63855
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 61424
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 57165
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11433
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 52561
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 10512
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 51320
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 54616
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 55287
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11057
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11859
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 59294
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 47225
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11488
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 36039
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 57439
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 21269
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 9619
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 48096
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 49731
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 9946
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 28958
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 57067
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11413
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 62457
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 12491
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 23894
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 56614
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 11323
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 13377
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 14782
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 67535
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 13507
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 75218
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 15044
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 34933
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 83028
NASDAQ-100 Consolidated - CHICAGO MERCAN | 20974+     | 16606
MICRO E-MINI NASDAQ-100 INDEX - CHICAGO  | 209747     | 47255
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO  | 209742     | 87172
